SAMPLE_ID,lon,lat,LOI_PCT,PH_CACL2,DATASOURCE,DATASET,OBJECTID,A_PHLOI_ID,X_ITM,Y_ITM,GLOBALID
614531A,-7.583558432071488,53.777297717200206,12.3,5.1000000000000005,Geological Survey Ireland (GSI),6117xxA-6174xxA_Shallow_Topsoil_Download_v1.0,8190,IE_GSI_GSNI_ApHLOI_8190,627449.011,780937.671,{E3B8487D-E27D-4780-A3BD-B73D016029C9}
614532A,-7.5386491510920655,53.62895117507975,10.450000000000001,4.7,Geological Survey Ireland (GSI),6117xxA-6174xxA_Shallow_Topsoil_Download_v1.0,8191,IE_GSI_GSNI_ApHLOI_8191,630516.241,764448.205,{189A890F-D43C-4975-BE6C-338422128D4D}
614533A,-7.6541687008040675,53.38163916926296,11.450000000000001,5.3,Geological Survey Ireland (GSI),6117xxA-6174xxA_Shallow_Topsoil_Download_v1.0,8192,IE_GSI_GSNI_ApHLOI_8192,623008.721,736885.1900000001,{EBD4C464-E2A6-4669-B766-AE2A8E184F76}
614534A,-7.389954743754132,53.39872151552195,9.93,5.5,Geological Survey Ireland (GSI),6117xxA-6174xxA_Shallow_Topsoil_Download_v1.0,8193,IE_GSI_GSNI_ApHLOI_8193,640570.912,738903.666,{184E49FF-7DB8-457F-9334-B45B62A43256}
614535A,-7.532598305534962,53.83407972896569,10.75,5.1000000000000005,Geological Survey Ireland (GSI),6117xxA-6174xxA_Shallow_Topsoil_Download_v1.0,8194,IE_GSI_GSNI_ApHLOI_8194,630766.337,787277.287,{06AAE07B-178B-4F6D-AFF4-E8B18B51A7E2}
614536A,-7.688042916603225,53.292879534275826,37.300000000000004,6.3,Geological Survey Ireland (GSI),6117xxA-6174xxA_Shallow_Topsoil_Download_v1.0,8195,IE_GSI_GSNI_ApHLOI_8195,620798.157,726998.335,{90045D44-C039-469F-9553-EC0D5B2DEE1A}
614537A,-7.618621812929114,53.310189553424436,12.950000000000001,6.4,Geological Survey Ireland (GSI),6117xxA-6174xxA_Shallow_Topsoil_Download_v1.0,8196,IE_GSI_GSNI_ApHLOI_8196,625416.16,728946.892,{B48B8F27-C5E1-4042-A9FE-80F5A7A96A55}
614539A,-7.44454314980586,53.75761484461478,8.89,5.5,Geological Survey Ireland (GSI),6117xxA-6174xxA_Shallow_Topsoil_Download_v1.0,8197,IE_GSI_GSNI_ApHLOI_8197,636629.011,778810.075,{312B753C-B2D9-4445-91E9-A146246D25AF}
614540A,-7.374107983517955,53.582893284501644,10.700000000000001,5.5,Geological Survey Ireland (GSI),6117xxA-6174xxA_Shallow_Topsoil_Download_v1.0,8198,IE_GSI_GSNI_ApHLOI_8198,641444.841,759406.233,{35867A82-EA08-44B1-A43E-0A68DA777C3F}
614541A,-7.688812993533215,53.41779118435697,32.1,6.8,Geological Survey Ireland (GSI),6117xxA-6174xxA_Shallow_Topsoil_Download_v1.0,8199,IE_GSI_GSNI_ApHLOI_8199,620686.246,740897.336,{E745C0D9-8BAC-40BE-9B34-38723B5EC905}
614542A,-7.461375011726893,53.667360993646035,9.25,5.8,Geological Survey Ireland (GSI),6117xxA-6174xxA_Shallow_Topsoil_Download_v1.0,8200,IE_GSI_GSNI_ApHLOI_8200,635595.168,768758.248,{428CC5E4-DDA7-4BBA-BDD3-7980166F16CD}
614543A,-7.363207766588017,53.46729019658043,11.9,6.1000000000000005,Geological Survey Ireland (GSI),6117xxA-6174xxA_Shallow_Topsoil_Download_v1.0,8201,IE_GSI_GSNI_ApHLOI_8201,642281.583,746549.005,{69B84D10-494F-4F0E-918C-B8736AC918B4}
614544A,-7.4693356224323155,53.75611003751564,11.65,5.9,Geological Survey Ireland (GSI),6117xxA-6174xxA_Shallow_Topsoil_Download_v1.0,8202,IE_GSI_GSNI_ApHLOI_8202,634995.363,778630.124,{646093B2-53E6-4429-8E25-E6FA61329D75}
614545A,-7.572820325270058,53.30567643000623,56.7,6.3,Geological Survey Ireland (GSI),6117xxA-6174xxA_Shallow_Topsoil_Download_v1.0,8203,IE_GSI_GSNI_ApHLOI_8203,628471.493,728461.982,{37098FFE-EFAE-4813-9B3B-89E85FAA02B8}
614547A,-7.6029105528114025,53.33000427610294,7.37,6.3,Geological Survey Ireland (GSI),6117xxA-6174xxA_Shallow_Topsoil_Download_v1.0,8204,IE_GSI_GSNI_ApHLOI_8204,626450.945,731157.409,{B14C7026-59A3-45C3-9051-5302C2465321}
614548A,-7.924451408198017,53.4386229517299,8.84,5.6000000000000005,Geological Survey Ireland (GSI),6117xxA-6174xxA_Shallow_Topsoil_Download_v1.0,8205,IE_GSI_GSNI_ApHLOI_8205,605019.667,743172.924,{7A9FFA81-308F-45F1-B092-DFD773047FA1}
614549A,-7.467046419584519,53.78361929894832,13.6,5.1000000000000005,Geological Survey Ireland (GSI),6117xxA-6174xxA_Shallow_Topsoil_Download_v1.0,8206,IE_GSI_GSNI_ApHLOI_8206,635123.357,781692.463,{86EC43FF-D674-45D0-A266-58FF52A5AB6F}
614550A,-7.527794383588203,53.76158372733878,8.5,5.7,Geological Survey Ireland (GSI),6117xxA-6174xxA_Shallow_Topsoil_Download_v1.0,8207,IE_GSI_GSNI_ApHLOI_8207,631136.202,779212.021,{A88F6A30-D915-4B55-AA75-CAD2BFAC63C0}
614551A,-7.738116861447362,53.187127821748746,10.75,5.2,Geological Survey Ireland (GSI),6117xxA-6174xxA_Shallow_Topsoil_Download_v1.0,8208,IE_GSI_GSNI_ApHLOI_8208,617502.827,715217.894,{A2062E53-A21D-467C-929B-64D39AEB6D85}
614552A,-6.684712820962426,53.53472525247975,7.95,4.7,Geological Survey Ireland (GSI),6117xxA-6174xxA_Shallow_Topsoil_Download_v1.0,8209,IE_GSI_GSNI_ApHLOI_8209,687191.938,754669.001,{AF6D51B5-3762-40C7-AEB1-8D75679AA8F4}
614553A,-7.599411547732277,53.31579613714751,11.450000000000001,5.1000000000000005,Geological Survey Ireland (GSI),6117xxA-6174xxA_Shallow_Topsoil_Download_v1.0,8210,IE_GSI_GSNI_ApHLOI_8210,626692.885,729577.75,{CC5494B1-81E1-419A-9054-1E1DEDB69664}
614554A,-6.68093257121102,53.85929967047246,12.6,4.8,Geological Survey Ireland (GSI),6117xxA-6174xxA_Shallow_Topsoil_Download_v1.0,8211,IE_GSI_GSNI_ApHLOI_8211,686772.337,790789.198,{02E7CC3B-84BF-425C-A82B-9C8132733AF5}
614555A,-7.499480177718304,53.690679728283634,6.48,4.4,Geological Survey Ireland (GSI),6117xxA-6174xxA_Shallow_Topsoil_Download_v1.0,8212,IE_GSI_GSNI_ApHLOI_8212,633058.734,771334.707,{D63289B4-02BD-48D7-94B9-14D5E11CEA46}
614557A,-7.565517283019225,53.7969544058399,13.35,5.0,Geological Survey Ireland (GSI),6117xxA-6174xxA_Shallow_Topsoil_Download_v1.0,8213,IE_GSI_GSNI_ApHLOI_8213,628624.772,783132.192,{041AD516-9938-44DF-B029-E2879517EF64}
614558A,-7.172397922884347,53.14773500252989,4.76,5.8,Geological Survey Ireland (GSI),6117xxA-6174xxA_Shallow_Topsoil_Download_v1.0,8214,IE_GSI_GSNI_ApHLOI_8214,655362.557,711122.61,{575C8814-BAC3-4D09-B1A9-2B3FC1C0BF6C}
614559A,-7.571206370902222,53.3334884979889,8.74,5.3,Geological Survey Ireland (GSI),6117xxA-6174xxA_Shallow_Topsoil_Download_v1.0,8215,IE_GSI_GSNI_ApHLOI_8215,628560.488,731557.313,{6182AE1A-A3B3-4213-B264-61CB7DBF8DF7}
614560A,-7.437133085635986,53.78225164047097,10.55,4.3,Geological Survey Ireland (GSI),6117xxA-6174xxA_Shallow_Topsoil_Download_v1.0,8216,IE_GSI_GSNI_ApHLOI_8216,637095.929,781555.481,{AD61B320-0422-4B9D-A90D-09917A4F283C}
614561A,-7.521719126618629,53.79579929661895,11.5,5.2,Geological Survey Ireland (GSI),6117xxA-6174xxA_Shallow_Topsoil_Download_v1.0,8217,IE_GSI_GSNI_ApHLOI_8217,631511.147,783022.199,{6E908024-9839-411A-A3F9-5E688200983F}
614562A,-7.7131961356853616,53.29662662709162,69.9,5.8,Geological Survey Ireland (GSI),6117xxA-6174xxA_Shallow_Topsoil_Download_v1.0,8218,IE_GSI_GSNI_ApHLOI_8218,619119.525,727408.254,{CB9FD7BF-B8F4-45A9-84FB-8411F46563B3}
614563A,-6.932634989500535,53.41537435015365,91.2,4.1,Geological Survey Ireland (GSI),6117xxA-6174xxA_Shallow_Topsoil_Download_v1.0,8219,IE_GSI_GSNI_ApHLOI_8219,670956.337,741114.028,{15B2928A-E42B-4492-98AC-1C5C7C119515}
614565A,-7.629166400516642,53.6141898921712,6.2,4.5,Geological Survey Ireland (GSI),6117xxA-6174xxA_Shallow_Topsoil_Download_v1.0,8220,IE_GSI_GSNI_ApHLOI_8220,624537.528,762770.6,{F7E6193C-AC36-4EFD-91FE-45338833B46B}
614566A,-7.594530100807126,53.79720884007547,12.15,4.8,Geological Survey Ireland (GSI),6117xxA-6174xxA_Shallow_Topsoil_Download_v1.0,8221,IE_GSI_GSNI_ApHLOI_8221,626713.186,783149.2000000001,{58507DBD-1538-4D28-B784-1E7C0ED800E8}
614567A,-7.811714454255471,53.34748074860462,44.0,4.0,Geological Survey Ireland (GSI),6117xxA-6174xxA_Shallow_Topsoil_Download_v1.0,8222,IE_GSI_GSNI_ApHLOI_8222,612536.983,733045.069,{AFA0B786-35CB-47C9-9414-B1F3E4469431}
614568A,-9.369572498266956,53.33760949210551,95.2,3.5,Geological Survey Ireland (GSI),6117xxA-6174xxA_Shallow_Topsoil_Download_v1.0,8223,IE_GSI_GSNI_ApHLOI_8223,508788.462,732804.688,{AE022933-5E20-4327-A176-40F96041607B}
614569A,-7.564177495627384,53.75934974936559,13.3,5.3,Geological Survey Ireland (GSI),6117xxA-6174xxA_Shallow_Topsoil_Download_v1.0,8224,IE_GSI_GSNI_ApHLOI_8224,628738.719,778948.092,{2E748458-F611-47CF-BDD4-1BBE11CD2CFE}
614570A,-7.601464663887466,53.29030326816929,6.92,5.9,Geological Survey Ireland (GSI),6117xxA-6174xxA_Shallow_Topsoil_Download_v1.0,8225,IE_GSI_GSNI_ApHLOI_8225,626571.898,726740.363,{2CA062D6-2608-457E-A311-67BB721DD8B5}
614571A,-7.690751556916318,53.382799866522774,16.0,6.4,Geological Survey Ireland (GSI),6117xxA-6174xxA_Shallow_Topsoil_Download_v1.0,8226,IE_GSI_GSNI_ApHLOI_8226,620574.252,737003.176,{66B8AF35-74C4-4E18-A73D-17F4E9B61F3B}
614572A,-7.502353278408203,53.67297410867964,11.65,5.3,Geological Survey Ireland (GSI),6117xxA-6174xxA_Shallow_Topsoil_Download_v1.0,8227,IE_GSI_GSNI_ApHLOI_8227,632882.759,769363.133,{BA94944B-11B4-4677-A1C8-DA92A18F4202}
614573A,-7.656159409537867,53.34347660612947,22.5,6.6000000000000005,Geological Survey Ireland (GSI),6117xxA-6174xxA_Shallow_Topsoil_Download_v1.0,8228,IE_GSI_GSNI_ApHLOI_8228,622896.726,732638.107,{D74985C0-32EB-4F46-A9F9-EC8C6143F7CC}
614574A,-7.783366307679188,53.34738765244726,70.2,5.9,Geological Survey Ireland (GSI),6117xxA-6174xxA_Shallow_Topsoil_Download_v1.0,8229,IE_GSI_GSNI_ApHLOI_8229,614424.572,733040.061,{73886C94-1BC9-4784-865D-1A4F8F855173}
614575A,-7.529865984478855,53.66710162428671,12.8,5.2,Geological Survey Ireland (GSI),6117xxA-6174xxA_Shallow_Topsoil_Download_v1.0,8230,IE_GSI_GSNI_ApHLOI_8230,631069.148,768697.287,{F057A2DF-B0F9-40B5-BCA5-4975DC488992}
614577A,-7.202261053627452,53.52877839865015,6.17,4.7,Geological Survey Ireland (GSI),6117xxA-6174xxA_Shallow_Topsoil_Download_v1.0,8231,IE_GSI_GSNI_ApHLOI_8231,652891.325,753498.447,{C724AD60-3306-4EDD-B85A-F08B4E37BF2C}
614578A,-7.684724214855158,53.3484164686797,10.15,6.5,Geological Survey Ireland (GSI),6117xxA-6174xxA_Shallow_Topsoil_Download_v1.0,8232,IE_GSI_GSNI_ApHLOI_8232,620992.143,733178.999,{389967ED-6332-42B8-9E71-F3890DF75646}
614579A,-7.529861011868831,53.781519345792184,14.75,5.6000000000000005,Geological Survey Ireland (GSI),6117xxA-6174xxA_Shallow_Topsoil_Download_v1.0,8233,IE_GSI_GSNI_ApHLOI_8233,630985.25,781429.545,{F9785855-0CBC-408B-A8B7-2398DF18B0E0}
614580A,-7.43757668326604,53.692381478282655,8.13,5.5,Geological Survey Ireland (GSI),6117xxA-6174xxA_Shallow_Topsoil_Download_v1.0,8234,IE_GSI_GSNI_ApHLOI_8234,637145.851,771554.636,{265B2A97-C03E-4A36-B9B0-B116A08C7835}
614582A,-7.586115567664791,53.3516730334152,7.09,6.3,Geological Survey Ireland (GSI),6117xxA-6174xxA_Shallow_Topsoil_Download_v1.0,8235,IE_GSI_GSNI_ApHLOI_8235,627555.716,733574.882,{1BA26131-73CB-4AE2-B92C-1FECA1C7E3B5}
614583A,-7.532936558210417,53.69174935714272,97.3,3.0,Geological Survey Ireland (GSI),6117xxA-6174xxA_Shallow_Topsoil_Download_v1.0,8236,IE_GSI_GSNI_ApHLOI_8236,630848.213,771438.697,{30C72E0D-CEA3-48F1-8C28-D26EFC8814E7}
614584A,-7.4899172304695405,53.79664744136484,16.2,4.8,Geological Survey Ireland (GSI),6117xxA-6174xxA_Shallow_Topsoil_Download_v1.0,8237,IE_GSI_GSNI_ApHLOI_8237,633605.695,783131.163,{838B4792-3A19-43FD-9C87-2E7886040DC0}
614585A,-7.624356670088956,53.33363186488347,16.9,5.9,Geological Survey Ireland (GSI),6117xxA-6174xxA_Shallow_Topsoil_Download_v1.0,8238,IE_GSI_GSNI_ApHLOI_8238,625020.258,731553.331,{ECF902C2-48F2-462A-8971-161CEC8AE3C6}
614586A,-7.596205265964065,53.74134936971551,24.3,5.9,Geological Survey Ireland (GSI),6117xxA-6174xxA_Shallow_Topsoil_Download_v1.0,8239,IE_GSI_GSNI_ApHLOI_8239,626638.161,776932.538,{6CB79ABE-0BBF-4BC5-94CA-B45420439E72}
614587A,-7.629490878250202,53.38545556141344,7.61,5.7,Geological Survey Ireland (GSI),6117xxA-6174xxA_Shallow_Topsoil_Download_v1.0,8240,IE_GSI_GSNI_ApHLOI_8240,624648.367,737318.088,{6516EFCE-EB3D-484B-9E8D-B7BDEFF90AF2}
614588A,-7.504458830652203,53.65473510381266,7.890000000000001,4.7,Geological Survey Ireland (GSI),6117xxA-6174xxA_Shallow_Topsoil_Download_v1.0,8241,IE_GSI_GSNI_ApHLOI_8241,632757.773,767332.571,{54B49AC9-4188-4CD9-BB1F-3303C21ABD23}
614589A,-7.658253667342255,53.31253808005659,7.640000000000001,4.9,Geological Survey Ireland (GSI),6117xxA-6174xxA_Shallow_Topsoil_Download_v1.0,8242,IE_GSI_GSNI_ApHLOI_8242,622773.737,729194.851,{AB046A38-4019-419B-86DB-00FDA8DD8E5D}
614590A,-7.59146907733614,53.72653587326489,9.450000000000001,5.5,Geological Survey Ireland (GSI),6117xxA-6174xxA_Shallow_Topsoil_Download_v1.0,8243,IE_GSI_GSNI_ApHLOI_8243,626960.08,775285.891,{0CD813C3-51B1-4618-96BF-BB075957CF0C}
614591A,-7.8085502069338295,53.603767412234546,8.49,5.9,Geological Survey Ireland (GSI),6117xxA-6174xxA_Shallow_Topsoil_Download_v1.0,8244,IE_GSI_GSNI_ApHLOI_8244,612671.097,761563.925,{2D11E2BA-158A-44F5-946E-8DBC996E0B25}
614592A,-7.502781158660518,53.782946356831154,12.450000000000001,5.1000000000000005,Geological Survey Ireland (GSI),6117xxA-6174xxA_Shallow_Topsoil_Download_v1.0,8245,IE_GSI_GSNI_ApHLOI_8245,632768.865,781600.497,{A26AB597-989F-4EC2-BF47-C4C988E6C6AD}
614593A,-7.716492124322508,53.31297837977353,83.9,5.1000000000000005,Geological Survey Ireland (GSI),6117xxA-6174xxA_Shallow_Topsoil_Download_v1.0,8246,IE_GSI_GSNI_ApHLOI_8246,618892.582,729226.863,{8371FA8A-1176-451A-A4C3-CE8C62E9F586}
614594A,-9.390886422294729,53.33470322542435,97.3,3.2,Geological Survey Ireland (GSI),6117xxA-6174xxA_Shallow_Topsoil_Download_v1.0,8247,IE_GSI_GSNI_ApHLOI_8247,507362.766,732508.761,{CAD27EDB-0E21-4D2A-BB03-F0EFB9A01C5F}
614595A,-7.581877141065768,53.70385281775163,13.55,4.5,Geological Survey Ireland (GSI),6117xxA-6174xxA_Shallow_Topsoil_Download_v1.0,8248,IE_GSI_GSNI_ApHLOI_8248,627607.924,772765.43,{D06B23A5-4CFF-41A1-A1B9-72426822BB0C}
614596A,-7.493381138761714,53.72206405969578,10.35,5.8,Geological Survey Ireland (GSI),6117xxA-6174xxA_Shallow_Topsoil_Download_v1.0,8249,IE_GSI_GSNI_ApHLOI_8249,633436.675,774829.952,{CE421626-B0F5-4148-94BB-43A602E00A8A}
614597A,-7.472421475015298,53.68894629398318,6.0,4.4,Geological Survey Ireland (GSI),6117xxA-6174xxA_Shallow_Topsoil_Download_v1.0,8250,IE_GSI_GSNI_ApHLOI_8250,634847.345,771154.736,{D4D04B7D-5BCB-4B60-815E-C6AA97EFB850}
614598A,-7.684857554671396,53.255034749835964,90.8,4.0,Geological Survey Ireland (GSI),6117xxA-6174xxA_Shallow_Topsoil_Download_v1.0,8251,IE_GSI_GSNI_ApHLOI_8251,621029.089,722788.243,{0F9F0F31-BCD3-436B-A3D8-5D6D1C0C272A}
614599A,-7.653150953256759,53.292405701563325,79.60000000000001,4.8,Geological Survey Ireland (GSI),6117xxA-6174xxA_Shallow_Topsoil_Download_v1.0,8252,IE_GSI_GSNI_ApHLOI_8252,623124.65,726956.333,{9564852C-D2BE-4B2D-A08C-49A26DF8873F}
614600A,-7.7748951750550175,53.22537228840259,92.5,3.8000000000000003,Geological Survey Ireland (GSI),6117xxA-6174xxA_Shallow_Topsoil_Download_v1.0,8253,IE_GSI_GSNI_ApHLOI_8253,615031.383,719464.988,{6811E4F0-118B-4B88-9536-5674337CE8EB}
614601A,-7.146276896384869,53.52395301042075,4.37,4.9,Geological Survey Ireland (GSI),6117xxA-6174xxA_Shallow_Topsoil_Download_v1.0,8254,IE_GSI_GSNI_ApHLOI_8254,656609.517,753004.533,{A712F52F-AFEA-4049-B37D-656E4615233F}
614602A,-7.259989245836061,53.46717144044282,8.790000000000001,4.9,Geological Survey Ireland (GSI),6117xxA-6174xxA_Shallow_Topsoil_Download_v1.0,8255,IE_GSI_GSNI_ApHLOI_8255,649135.096,746601.958,{EFC74D4B-D7DD-45DA-9269-49EFB5565CA1}
614603A,-7.319691262767453,53.68342283331663,5.2700000000000005,6.0,Geological Survey Ireland (GSI),6117xxA-6174xxA_Shallow_Topsoil_Download_v1.0,8256,IE_GSI_GSNI_ApHLOI_8256,644941.158,770625.792,{3E7F2947-F2C1-4D6B-8E68-E2B21FB8329B}
614604A,-7.5328696029823785,53.45560335675329,8.120000000000001,4.7,Geological Survey Ireland (GSI),6117xxA-6174xxA_Shallow_Topsoil_Download_v1.0,8257,IE_GSI_GSNI_ApHLOI_8257,631025.02,745161.363,{4459B2D1-CC30-4804-AF40-B04EF64E02E7}
614605A,-7.441085818031176,53.6320480962152,7.55,4.4,Geological Survey Ireland (GSI),6117xxA-6174xxA_Shallow_Topsoil_Download_v1.0,8258,IE_GSI_GSNI_ApHLOI_8258,636966.846,764839.085,{DFF3D9C4-BB7B-4F41-A9F2-E6ADB66B2C80}
614606A,-7.655649508353018,53.48847392886123,11.0,5.5,Geological Survey Ireland (GSI),6117xxA-6174xxA_Shallow_Topsoil_Download_v1.0,8259,IE_GSI_GSNI_ApHLOI_8259,622852.816,748772.626,{D03DC502-E707-4B68-A0F9-404B019B73E5}
614607A,-7.472620476344366,53.6476089515724,8.86,4.9,Geological Survey Ireland (GSI),6117xxA-6174xxA_Shallow_Topsoil_Download_v1.0,8260,IE_GSI_GSNI_ApHLOI_8260,634868.311,766554.727,{6D3ACB16-7F0E-4FA3-8180-8AF0FF4D7D60}
614608A,-6.737883122404005,53.89563613885488,10.700000000000001,4.4,Geological Survey Ireland (GSI),6117xxA-6174xxA_Shallow_Topsoil_Download_v1.0,8261,IE_GSI_GSNI_ApHLOI_8261,682954.186,794764.363,{6CB43E3C-8C87-4982-A1DB-CE7675D1232C}
614609A,-7.89947371651928,53.70462219847219,4.39,5.9,Geological Survey Ireland (GSI),6117xxA-6174xxA_Shallow_Topsoil_Download_v1.0,8262,IE_GSI_GSNI_ApHLOI_8262,606637.471,772774.549,{1CAD6857-5639-4DA3-9D06-2CFEFCACC5F4}
614610A,-7.403122053884846,53.61541369116498,20.3,6.2,Geological Survey Ireland (GSI),6117xxA-6174xxA_Shallow_Topsoil_Download_v1.0,8263,IE_GSI_GSNI_ApHLOI_8263,639493.287,763008.466,{DFADE099-80D8-4553-83CB-94B1FD837BD4}
614612A,-7.467745646871299,53.63485610298486,11.1,5.2,Geological Survey Ireland (GSI),6117xxA-6174xxA_Shallow_Topsoil_Download_v1.0,8264,IE_GSI_GSNI_ApHLOI_8264,635201.23,765138.031,{07C60D97-CF7B-41C5-8FA1-51368E8E588F}
614613A,-8.197994008545962,53.220812164532894,9.25,4.7,Geological Survey Ireland (GSI),6117xxA-6174xxA_Shallow_Topsoil_Download_v1.0,8265,IE_GSI_GSNI_ApHLOI_8265,586777.537,718952.228,{96199F02-055B-4784-84E9-EB01F8B6268D}
614614A,-9.029380623193756,53.445815131239456,12.200000000000001,6.1000000000000005,Geological Survey Ireland (GSI),6117xxA-6174xxA_Shallow_Topsoil_Download_v1.0,8266,IE_GSI_GSNI_ApHLOI_8266,531617.59,744464.044,{45A6523B-F231-4523-AF46-66A9B4BF6A7C}
614615A,-7.62339272638544,53.46838526437906,10.0,6.2,Geological Survey Ireland (GSI),6117xxA-6174xxA_Shallow_Topsoil_Download_v1.0,8267,IE_GSI_GSNI_ApHLOI_8267,625005.336,746548.095,{DE31664F-3578-4D7C-84DE-DD2A444F17B1}
614616A,-7.343278841441922,53.69264702669608,14.0,4.6000000000000005,Geological Survey Ireland (GSI),6117xxA-6174xxA_Shallow_Topsoil_Download_v1.0,8268,IE_GSI_GSNI_ApHLOI_8268,643373.504,771637.583,{663C4DAC-DE4B-4995-A953-E6FAA11DF9B0}
614617A,-7.326860505531468,53.6675874417095,37.6,5.6000000000000005,Geological Survey Ireland (GSI),6117xxA-6174xxA_Shallow_Topsoil_Download_v1.0,8269,IE_GSI_GSNI_ApHLOI_8269,644484.245,768859.176,{E5A77E91-09F2-4934-8273-36EE3BDA4E4B}
614618A,-7.564852632552557,53.513487843466315,7.08,6.2,Geological Survey Ireland (GSI),6117xxA-6174xxA_Shallow_Topsoil_Download_v1.0,8270,IE_GSI_GSNI_ApHLOI_8270,628861.525,751588.987,{CEF9E131-FBBC-4510-87A8-4E0835C22E19}
614620A,-8.375809101401877,53.56138278265058,10.8,4.7,Geological Survey Ireland (GSI),6117xxA-6174xxA_Shallow_Topsoil_Download_v1.0,8271,IE_GSI_GSNI_ApHLOI_8271,575102.233,756896.133,{EB75CB00-D95A-4870-9407-98A0F35F05CF}
614621A,-9.191714191545177,53.59508900461174,10.5,5.0,Geological Survey Ireland (GSI),6117xxA-6174xxA_Shallow_Topsoil_Download_v1.0,8272,IE_GSI_GSNI_ApHLOI_8272,521111.908,761241.515,{02B0DD0F-7EB0-472D-857F-873E1EF10A58}
614622A,-7.596923274843167,53.45385114709185,15.0,5.1000000000000005,Geological Survey Ireland (GSI),6117xxA-6174xxA_Shallow_Topsoil_Download_v1.0,8273,IE_GSI_GSNI_ApHLOI_8273,626771.943,744940.432,{5FB75DE2-111F-41F6-B0C3-7B0D484613B7}
614623A,-7.716604216333833,53.51075473676522,7.38,5.6000000000000005,Geological Survey Ireland (GSI),6117xxA-6174xxA_Shallow_Topsoil_Download_v1.0,8274,IE_GSI_GSNI_ApHLOI_8274,618797.71,751234.117,{E8C290F7-97CB-4BDF-8B66-3C3768FD62BC}
614624A,-7.081820790752938,53.50084179790924,9.98,5.4,Geological Survey Ireland (GSI),6117xxA-6174xxA_Shallow_Topsoil_Download_v1.0,8275,IE_GSI_GSNI_ApHLOI_8275,660916.569,750486.054,{18E3AD91-1527-4FFE-A6C9-FE1D8DAF19C2}
614625A,-7.024241225290291,53.43248445007752,10.35,5.6000000000000005,Geological Survey Ireland (GSI),6117xxA-6174xxA_Shallow_Topsoil_Download_v1.0,8276,IE_GSI_GSNI_ApHLOI_8276,664840.671,742930.668,{48DDD5F4-B394-4A5D-B1FE-42072100B8B5}
614626A,-7.409816283959689,53.526560403831155,12.85,5.4,Geological Survey Ireland (GSI),6117xxA-6174xxA_Shallow_Topsoil_Download_v1.0,8277,IE_GSI_GSNI_ApHLOI_8277,639132.304,753117.603,{A8675AE3-0E1F-4245-955B-6C16F0150F83}
614628A,-7.567730006925521,53.41740497861856,11.75,5.7,Geological Survey Ireland (GSI),6117xxA-6174xxA_Shallow_Topsoil_Download_v1.0,8278,IE_GSI_GSNI_ApHLOI_8278,628735.495,740896.295,{CBBB2CFA-98CF-4CB3-877F-7A1C1EEDD842}
614629A,-7.381541273787251,53.542248725779814,15.35,5.0,Geological Survey Ireland (GSI),6117xxA-6174xxA_Shallow_Topsoil_Download_v1.0,8279,IE_GSI_GSNI_ApHLOI_8279,640991.912,754879.213,{0C72C04F-5CF5-4577-B188-3518CC000BD3}
614630A,-7.5257535532072755,53.471424664087095,8.94,5.5,Geological Survey Ireland (GSI),6117xxA-6174xxA_Shallow_Topsoil_Download_v1.0,8280,IE_GSI_GSNI_ApHLOI_8280,631485.929,746924.98,{4BCDE911-E501-4DFE-AA96-509E60E8B1E4}
614631A,-7.627394125679386,53.50661928929549,10.05,4.3,Geological Survey Ireland (GSI),6117xxA-6174xxA_Shallow_Topsoil_Download_v1.0,8281,IE_GSI_GSNI_ApHLOI_8281,624717.421,750801.179,{F2E19D10-1B22-4161-AA9A-455B8B8F4A20}
614632A,-7.5367615551558735,53.50735339429544,11.0,5.2,Geological Survey Ireland (GSI),6117xxA-6174xxA_Shallow_Topsoil_Download_v1.0,8282,IE_GSI_GSNI_ApHLOI_8282,630729.116,750918.122,{286F10CC-71A7-4FE9-B22C-51D145560D6B}
614633A,-7.5934303745160046,53.474387711851506,12.0,5.0,Geological Survey Ireland (GSI),6117xxA-6174xxA_Shallow_Topsoil_Download_v1.0,8283,IE_GSI_GSNI_ApHLOI_8283,626990.908,747226.938,{84AF4178-3B2A-4901-8953-052387A9C685}
614634A,-8.056876140141759,53.63787854821892,11.3,5.8,Geological Survey Ireland (GSI),6117xxA-6174xxA_Shallow_Topsoil_Download_v1.0,8284,IE_GSI_GSNI_ApHLOI_8284,596238.687,765344.203,{D971B01E-44F2-4E14-8342-F28BED3B5981}
614635A,-7.560637755640418,53.563868019289906,27.6,6.4,Geological Survey Ireland (GSI),6117xxA-6174xxA_Shallow_Topsoil_Download_v1.0,8285,IE_GSI_GSNI_ApHLOI_8285,629106.504,757196.777,{81040920-C9F5-4917-B4EC-025CAE10D586}
614636A,-8.197104873411543,53.70791735326134,7.86,5.4,Geological Survey Ireland (GSI),6117xxA-6174xxA_Shallow_Topsoil_Download_v1.0,8286,IE_GSI_GSNI_ApHLOI_8286,586986.736,773154.58,{4607DEEE-17D2-42C7-8A02-28288D110380}
614637A,-7.985897190068727,53.72489679639498,18.1,5.6000000000000005,Geological Survey Ireland (GSI),6117xxA-6174xxA_Shallow_Topsoil_Download_v1.0,8287,IE_GSI_GSNI_ApHLOI_8287,600930.722,775026.098,{4F95E629-64A7-4C24-9A6D-14B9E8B94F98}
