SAMPLE_ID,lon,lat,LOI_PCT,PH_CACL2,DATASOURCE,DATASET,OBJECTID,A_PHLOI_ID,X_ITM,Y_ITM,GLOBALID
580455A,-7.714736216877928,55.10694530904587,96.10000000000001,3.98,Geological Survey Ireland (GSI),58xxxxA-65xxxxA_Shallow_Topsoil_Download_v1.1,400,IE_GSI_GSNI_ApHLOI_400,618203.317,928875.06,{A6582DBB-BA4A-4CB8-95B1-AA64F46C3036}
580456A,-7.760967400766359,55.12593497923321,94.9,3.36,Geological Survey Ireland (GSI),58xxxxA-65xxxxA_Shallow_Topsoil_Download_v1.1,401,IE_GSI_GSNI_ApHLOI_401,615245.975,930977.639,{4B34C8E2-423F-4426-B350-358FA0912925}
580457A,-7.796192533112193,54.999472293716295,12.6,5.59,Geological Survey Ireland (GSI),58xxxxA-65xxxxA_Shallow_Topsoil_Download_v1.1,402,IE_GSI_GSNI_ApHLOI_402,613040.296,916894.662,{476BDBA3-C0C4-401D-8A6A-711BBCEA1DEA}
580458A,-7.640135822219815,54.85672531440928,9.98,5.69,Geological Survey Ireland (GSI),58xxxxA-65xxxxA_Shallow_Topsoil_Download_v1.1,403,IE_GSI_GSNI_ApHLOI_403,623106.972,901046.954,{CCCA9BA8-0CD8-43C5-9134-AADCDD797DBD}
580460A,-7.709928331174623,54.94251768641084,8.47,4.46,Geological Survey Ireland (GSI),58xxxxA-65xxxxA_Shallow_Topsoil_Download_v1.1,404,IE_GSI_GSNI_ApHLOI_404,618586.039,910574.96,{964F1A40-AA34-4704-A9F3-B9556FA0DD45}
580461A,-7.648408722256291,54.993600946415924,10.200000000000001,5.12,Geological Survey Ireland (GSI),58xxxxA-65xxxxA_Shallow_Topsoil_Download_v1.1,405,IE_GSI_GSNI_ApHLOI_405,622499.26,916278.707,{65CB5990-7581-4232-BB41-4F996F3350A6}
580462A,-7.680413773064303,54.94156323459833,9.75,5.54,Geological Survey Ireland (GSI),58xxxxA-65xxxxA_Shallow_Topsoil_Download_v1.1,406,IE_GSI_GSNI_ApHLOI_406,620477.633,910476.964,{984202E5-8073-42F7-9CA3-00D189A8B490}
580463A,-7.708913680714841,55.0867929094999,14.0,4.43,Geological Survey Ireland (GSI),58xxxxA-65xxxxA_Shallow_Topsoil_Download_v1.1,407,IE_GSI_GSNI_ApHLOI_407,618584.211,926633.534,{B2428D83-2CB9-4B81-BFC6-9A94E2B114EC}
580464A,-7.769126234805094,55.018897951377895,21.900000000000002,3.91,Geological Survey Ireland (GSI),58xxxxA-65xxxxA_Shallow_Topsoil_Download_v1.1,408,IE_GSI_GSNI_ApHLOI_408,614764.949,919062.184,{5859A530-2B0B-4009-8693-6EE128A80B5D}
580465A,-7.639886812337102,54.96130141923854,7.96,4.8100000000000005,Geological Survey Ireland (GSI),58xxxxA-65xxxxA_Shallow_Topsoil_Download_v1.1,409,IE_GSI_GSNI_ApHLOI_409,623063.101,912686.468,{5664CDE2-4EF8-4445-9236-991D5EA23902}
580466A,-7.766274263304261,55.16456936464884,17.8,6.36,Geological Survey Ireland (GSI),58xxxxA-65xxxxA_Shallow_Topsoil_Download_v1.1,410,IE_GSI_GSNI_ApHLOI_410,614893.098,935276.726,{257DD7AF-0AB5-455A-851D-5DA4B8C4A397}
580467A,-7.703776082257406,55.13976768695335,74.10000000000001,3.7800000000000002,Geological Survey Ireland (GSI),58xxxxA-65xxxxA_Shallow_Topsoil_Download_v1.1,411,IE_GSI_GSNI_ApHLOI_411,618887.21,932531.273,{2E20B232-A57A-4992-8804-AC279A780BD9}
580468A,-7.733568443249638,55.017702298831075,10.700000000000001,4.66,Geological Survey Ireland (GSI),58xxxxA-65xxxxA_Shallow_Topsoil_Download_v1.1,412,IE_GSI_GSNI_ApHLOI_412,617039.459,918937.1900000001,{18CDAF21-C263-4413-A5E3-7EBDE2EC0EEA}
580469A,-7.726060873938455,55.075407102135145,21.7,5.15,Geological Survey Ireland (GSI),58xxxxA-65xxxxA_Shallow_Topsoil_Download_v1.1,413,IE_GSI_GSNI_ApHLOI_413,617494.431,925361.815,{DC0F5BF0-C00D-497F-8568-2CD0E0F52318}
580470A,-7.582730346722245,54.907590507138366,12.8,5.19,Geological Survey Ireland (GSI),58xxxxA-65xxxxA_Shallow_Topsoil_Download_v1.1,414,IE_GSI_GSNI_ApHLOI_414,626759.246,906728.707,{86D75A5F-F994-4D65-80E6-5B543769B22C}
580471A,-7.670153052847279,55.068127153941255,11.0,4.93,Geological Survey Ireland (GSI),58xxxxA-65xxxxA_Shallow_Topsoil_Download_v1.1,415,IE_GSI_GSNI_ApHLOI_415,621068.655,924566.951,{26678E2F-B79F-46C3-98C0-8B2E5A91CD10}
580472A,-7.797164278162893,55.17459518150353,9.94,4.3500000000000005,Geological Survey Ireland (GSI),58xxxxA-65xxxxA_Shallow_Topsoil_Download_v1.1,416,IE_GSI_GSNI_ApHLOI_416,612921.534,936386.509,{9FD0B737-E59D-41FF-B929-E0F30A305C13}
580474A,-7.540243965792054,54.817644656351405,12.6,5.4,Geological Survey Ireland (GSI),58xxxxA-65xxxxA_Shallow_Topsoil_Download_v1.1,417,IE_GSI_GSNI_ApHLOI_417,629549.547,896734.819,{FBD31C43-A586-40E2-9FC8-E54F0361F530}
580475A,-7.7394658207623035,54.9690205865001,10.3,4.75,Geological Survey Ireland (GSI),58xxxxA-65xxxxA_Shallow_Topsoil_Download_v1.1,418,IE_GSI_GSNI_ApHLOI_418,616682.479,913517.349,{CE764519-9CA1-4AB3-BE86-806951460BC0}
580476A,-7.740835683709851,55.10979728705367,97.0,3.12,Geological Survey Ireland (GSI),58xxxxA-65xxxxA_Shallow_Topsoil_Download_v1.1,419,IE_GSI_GSNI_ApHLOI_419,616536.678,929186.009,{A84915F5-625B-4193-83E0-53FE26EAA21A}
580477A,-7.735030412961016,54.898182716239894,62.6,2.92,Geological Survey Ireland (GSI),58xxxxA-65xxxxA_Shallow_Topsoil_Download_v1.1,420,IE_GSI_GSNI_ApHLOI_420,616996.329,905634.029,{F5B8D5CC-4416-44A1-BE1C-856C91266457}
580479A,-7.76944248348756,54.98568108256215,8.78,4.39,Geological Survey Ireland (GSI),58xxxxA-65xxxxA_Shallow_Topsoil_Download_v1.1,421,IE_GSI_GSNI_ApHLOI_421,614756.911,915364.973,{2E2B9BE6-254F-4F84-9FC0-E26F382B5666}
580480A,-7.772699234025415,54.96778493179457,26.7,3.62,Geological Survey Ireland (GSI),58xxxxA-65xxxxA_Shallow_Topsoil_Download_v1.1,422,IE_GSI_GSNI_ApHLOI_422,614554.933,913372.399,{26E2CC83-16D2-408C-8C99-D2D2FA44C4B7}
580481A,-7.648784562298484,55.10589241382402,16.0,5.21,Geological Survey Ireland (GSI),58xxxxA-65xxxxA_Shallow_Topsoil_Download_v1.1,423,IE_GSI_GSNI_ApHLOI_423,622412.411,928777.041,{D680FBA3-EA98-4265-9D4B-07A1464BE4CB}
580483A,-7.580261863392055,54.85122399654136,11.0,4.48,Geological Survey Ireland (GSI),58xxxxA-65xxxxA_Shallow_Topsoil_Download_v1.1,424,IE_GSI_GSNI_ApHLOI_424,626955.14,900456.046,{5A6E4C74-BBEC-47B1-9E51-6DC4C8FAD9B8}
580484A,-7.673904522208589,55.05723254019332,10.700000000000001,4.8,Geological Survey Ireland (GSI),58xxxxA-65xxxxA_Shallow_Topsoil_Download_v1.1,425,IE_GSI_GSNI_ApHLOI_425,620834.692,923353.212,{376EAC31-AEDC-4C43-90A2-380490D4B316}
580486A,-7.676388909478975,54.982163049767024,10.200000000000001,5.36,Geological Survey Ireland (GSI),58xxxxA-65xxxxA_Shallow_Topsoil_Download_v1.1,426,IE_GSI_GSNI_ApHLOI_426,620714.629,914996.997,{9938B7C7-D733-4DD2-A81F-E984CD419F62}
580487A,-7.796936555127312,55.16386095428801,14.8,5.34,Geological Survey Ireland (GSI),58xxxxA-65xxxxA_Shallow_Topsoil_Download_v1.1,427,IE_GSI_GSNI_ApHLOI_427,612939.517,935191.763,{2442E20E-AA2D-4562-82EB-E6076BBE9DC7}
580488A,-7.771438388411938,55.17788196920666,19.2,4.36,Geological Survey Ireland (GSI),58xxxxA-65xxxxA_Shallow_Topsoil_Download_v1.1,428,IE_GSI_GSNI_ApHLOI_428,614559.187,936757.414,{E83916D8-AE84-42AC-B1EA-B5135022E993}
580489A,-7.6123124042154675,55.08960422310595,11.9,3.7800000000000002,Geological Survey Ireland (GSI),58xxxxA-65xxxxA_Shallow_Topsoil_Download_v1.1,429,IE_GSI_GSNI_ApHLOI_429,624749.89,926976.403,{BF346579-68B1-49E3-BEDE-15415D682C42}
580490A,-7.646323512045794,55.0670810606766,57.1,3.58,Geological Survey Ireland (GSI),58xxxxA-65xxxxA_Shallow_Topsoil_Download_v1.1,430,IE_GSI_GSNI_ApHLOI_430,622591.327,924457.96,{F598643C-8525-4238-AAE7-CFE4A71BE6CE}
580491A,-7.676748732106248,55.094508385619676,11.8,4.19,Geological Survey Ireland (GSI),58xxxxA-65xxxxA_Shallow_Topsoil_Download_v1.1,431,IE_GSI_GSNI_ApHLOI_431,620633.78,927501.329,{5B6D5B4C-F7B8-4110-A9EC-098A68AA998A}
580492A,-7.55029024415028,54.79830621873936,22.6,4.7700000000000005,Geological Survey Ireland (GSI),58xxxxA-65xxxxA_Shallow_Topsoil_Download_v1.1,432,IE_GSI_GSNI_ApHLOI_432,628917.66,894578.285,{369E5D4C-C61A-407A-9C04-996915689801}
580493A,-7.571980486169816,54.80559803217174,12.4,4.37,Geological Survey Ireland (GSI),58xxxxA-65xxxxA_Shallow_Topsoil_Download_v1.1,433,IE_GSI_GSNI_ApHLOI_433,627517.969,895381.126,{C497ED75-E42C-4CE4-895F-1FEA4B87484E}
580494A,-7.645233964799552,55.09640563628824,72.10000000000001,4.82,Geological Survey Ireland (GSI),58xxxxA-65xxxxA_Shallow_Topsoil_Download_v1.1,434,IE_GSI_GSNI_ApHLOI_434,622644.35,927722.263,{940F1C64-EA96-4CE5-AA6F-1E7FC33B2D32}
580495A,-7.708224391508401,55.00096343889395,8.38,4.36,Geological Survey Ireland (GSI),58xxxxA-65xxxxA_Shallow_Topsoil_Download_v1.1,435,IE_GSI_GSNI_ApHLOI_435,618668.09,917080.571,{993F077B-5771-4D1D-A057-B593BAAB8362}
580496A,-7.727855743266032,55.142886940698716,13.200000000000001,4.54,Geological Survey Ireland (GSI),58xxxxA-65xxxxA_Shallow_Topsoil_Download_v1.1,436,IE_GSI_GSNI_ApHLOI_436,617350.544,932872.215,{B9CFED9D-B71E-445D-90AE-514328935F0F}
580497A,-7.549739079267232,54.85059350769795,8.41,4.49,Geological Survey Ireland (GSI),58xxxxA-65xxxxA_Shallow_Topsoil_Download_v1.1,437,IE_GSI_GSNI_ApHLOI_437,628915.719,900398.041,{754129B6-7064-4864-BA5A-B54CB8FB7F77}
580498A,-7.6024712292718215,55.07603585650434,8.8,4.45,Geological Survey Ireland (GSI),58xxxxA-65xxxxA_Shallow_Topsoil_Download_v1.1,438,IE_GSI_GSNI_ApHLOI_438,625386.737,925469.718,{64596479-1C84-4C13-BE30-9EDF3A86FBF9}
580499A,-7.695454342924476,54.97052600462342,10.3,4.65,Geological Survey Ireland (GSI),58xxxxA-65xxxxA_Shallow_Topsoil_Download_v1.1,439,IE_GSI_GSNI_ApHLOI_439,619499.876,913696.285,{A0D6A47B-CF8E-442F-A678-7071E758265C}
580500A,-7.736671645029644,55.04979459850628,22.3,4.45,Geological Survey Ireland (GSI),58xxxxA-65xxxxA_Shallow_Topsoil_Download_v1.1,440,IE_GSI_GSNI_ApHLOI_440,616827.543,922508.43,{78862067-3647-4948-A08B-5DB498F03999}
580501A,-7.827506660223263,54.995802105760696,97.2,2.95,Geological Survey Ireland (GSI),58xxxxA-65xxxxA_Shallow_Topsoil_Download_v1.1,441,IE_GSI_GSNI_ApHLOI_441,611037.721,916480.769,{813FCE61-A088-45DC-84C7-9660AC296686}
580502A,-7.827846619711874,54.79653943553996,18.2,3.54,Geological Survey Ireland (GSI),58xxxxA-65xxxxA_Shallow_Topsoil_Download_v1.1,442,IE_GSI_GSNI_ApHLOI_442,611070.484,894302.499,{12EC3874-7054-4CBF-901F-96DECB324E94}
580503A,-7.794737695055856,54.877701183547195,13.200000000000001,6.34,Geological Survey Ireland (GSI),58xxxxA-65xxxxA_Shallow_Topsoil_Download_v1.1,443,IE_GSI_GSNI_ApHLOI_443,613173.125,903341.552,{8392BADC-1989-4AC5-BFF1-29165D828737}
580504A,-7.8635578899738885,55.21810808791082,29.7,3.83,Geological Survey Ireland (GSI),58xxxxA-65xxxxA_Shallow_Topsoil_Download_v1.1,444,IE_GSI_GSNI_ApHLOI_444,608682.5,941219.52,{29210193-A782-4B07-B35E-EB52C0CF88DA}
580505A,-7.577073248534691,54.89105163139828,8.64,4.54,Geological Survey Ireland (GSI),58xxxxA-65xxxxA_Shallow_Topsoil_Download_v1.1,445,IE_GSI_GSNI_ApHLOI_445,627133.147,904890.097,{B47C5906-0021-4BB0-819C-8F3BCE757EEE}
580506A,-7.742298651733787,54.868196060668375,10.4,5.99,Geological Survey Ireland (GSI),58xxxxA-65xxxxA_Shallow_Topsoil_Download_v1.1,446,IE_GSI_GSNI_ApHLOI_446,616542.392,902294.745,{16AFCC5E-DB08-4C27-A751-211C9A47657D}
580507A,-7.798026055360415,54.821546434477305,19.7,4.42,Geological Survey Ireland (GSI),58xxxxA-65xxxxA_Shallow_Topsoil_Download_v1.1,447,IE_GSI_GSNI_ApHLOI_447,612980.103,897090.887,{12C0BD41-FAB4-4114-8E94-53AB1FD6BFC3}
580508A,-7.70022478346449,54.785178839306,19.5,5.14,Geological Survey Ireland (GSI),58xxxxA-65xxxxA_Shallow_Topsoil_Download_v1.1,448,IE_GSI_GSNI_ApHLOI_448,619282.711,893065.692,{8AF989D0-7551-46BF-A58D-4B0435085B59}
580509A,-7.787792248627976,55.24863773644765,13.5,6.67,Geological Survey Ireland (GSI),58xxxxA-65xxxxA_Shallow_Topsoil_Download_v1.1,449,IE_GSI_GSNI_ApHLOI_449,613493.505,944629.747,{2A56A3FF-5592-4476-82B8-987C671B9A0B}
580510A,-7.573183567587315,54.752010076408425,59.5,3.5700000000000003,Geological Survey Ireland (GSI),58xxxxA-65xxxxA_Shallow_Topsoil_Download_v1.1,450,IE_GSI_GSNI_ApHLOI_450,627476.918,889416.402,{66924767-5140-4601-B6A0-0C61A25B6A93}
580511A,-7.826702763961424,55.058777288875916,53.2,3.63,Geological Survey Ireland (GSI),58xxxxA-65xxxxA_Shallow_Topsoil_Download_v1.1,451,IE_GSI_GSNI_ApHLOI_451,611071.789,923490.274,{41A97E64-D14B-488A-B034-06EF76AD8832}
580513A,-7.619785088933257,54.88811192678214,10.3,4.98,Geological Survey Ireland (GSI),58xxxxA-65xxxxA_Shallow_Topsoil_Download_v1.1,452,IE_GSI_GSNI_ApHLOI_452,624394.731,904547.194,{8BBA4BE2-218F-407F-9693-E5B578415509}
580514A,-7.637512214629348,54.89570272330505,8.73,5.32,Geological Survey Ireland (GSI),58xxxxA-65xxxxA_Shallow_Topsoil_Download_v1.1,453,IE_GSI_GSNI_ApHLOI_453,623252.985,905386.026,{D3996CE6-8649-485C-8AB0-3D4D6B2A4775}
580515A,-7.622077779467935,54.80310567670905,11.0,5.41,Geological Survey Ireland (GSI),58xxxxA-65xxxxA_Shallow_Topsoil_Download_v1.1,454,IE_GSI_GSNI_ApHLOI_454,624298.656,895085.217,{70A5EBC3-9B2A-417A-855F-4CAAE5E73802}
580516A,-7.862208591017557,55.00475721381683,10.9,4.94,Geological Survey Ireland (GSI),58xxxxA-65xxxxA_Shallow_Topsoil_Download_v1.1,455,IE_GSI_GSNI_ApHLOI_455,608815.208,917472.577,{A2DDE25F-7EBC-47C1-BC3F-92C8643D18A4}
580517A,-7.60727050620303,54.766659820566936,10.5,4.87,Geological Survey Ireland (GSI),58xxxxA-65xxxxA_Shallow_Topsoil_Download_v1.1,456,IE_GSI_GSNI_ApHLOI_456,625273.407,891034.075,{8C3BAEB2-5F01-42F1-B945-D9A6FF209B0F}
580518A,-7.55399134881805,54.762989987994914,12.700000000000001,5.0,Geological Survey Ireland (GSI),58xxxxA-65xxxxA_Shallow_Topsoil_Download_v1.1,457,IE_GSI_GSNI_ApHLOI_457,628704.667,890646.128,{B99B0496-217C-499E-949E-E68E6370395A}
580519A,-7.762983330192239,54.83887361040114,10.700000000000001,5.0600000000000005,Geological Survey Ireland (GSI),58xxxxA-65xxxxA_Shallow_Topsoil_Download_v1.1,458,IE_GSI_GSNI_ApHLOI_458,615225.641,899026.455,{BA11C058-1DD7-45C7-B148-1274887C6E35}
580520A,-7.671495133650063,54.80123757572897,10.9,4.6000000000000005,Geological Survey Ireland (GSI),58xxxxA-65xxxxA_Shallow_Topsoil_Download_v1.1,459,IE_GSI_GSNI_ApHLOI_459,621122.335,894861.292,{35CF54C2-497D-43B1-A922-A60F2A5DDB47}
580522A,-7.702235950246359,54.8581872776023,9.02,5.59,Geological Survey Ireland (GSI),58xxxxA-65xxxxA_Shallow_Topsoil_Download_v1.1,460,IE_GSI_GSNI_ApHLOI_460,619118.828,901190.958,{051C4960-11D5-408F-9060-FBA0611032A4}
580523A,-7.834786278106874,55.13228257403397,92.5,3.54,Geological Survey Ireland (GSI),58xxxxA-65xxxxA_Shallow_Topsoil_Download_v1.1,461,IE_GSI_GSNI_ApHLOI_461,610535.994,931670.536,{76136338-7B9D-4C82-BDB5-F1A6E14A285E}
580524A,-7.713053950144902,54.75145215099626,13.8,4.55,Geological Survey Ireland (GSI),58xxxxA-65xxxxA_Shallow_Topsoil_Download_v1.1,462,IE_GSI_GSNI_ApHLOI_462,618472.847,889308.502,{140D8262-B6E9-4138-9453-F7DAD25D8800}
580525A,-7.835389442936636,55.02041621713948,20.5,3.7,Geological Survey Ireland (GSI),58xxxxA-65xxxxA_Shallow_Topsoil_Download_v1.1,463,IE_GSI_GSNI_ApHLOI_463,610526.86,919219.1900000001,{1433CD6A-208C-43C4-A33F-AEBA3DA8178F}
580526A,-7.802901038795049,54.77899376628859,29.6,4.14,Geological Survey Ireland (GSI),58xxxxA-65xxxxA_Shallow_Topsoil_Download_v1.1,464,IE_GSI_GSNI_ApHLOI_464,612680.12,892353.901,{90C79583-63B3-4CAC-A970-641D3B396C21}
580527A,-7.676085201797326,54.89199420588015,9.290000000000001,5.13,Geological Survey Ireland (GSI),58xxxxA-65xxxxA_Shallow_Topsoil_Download_v1.1,465,IE_GSI_GSNI_ApHLOI_465,620780.511,904961.138,{627AE1C1-C46D-41BB-BECD-E0F6B0B37523}
580528A,-7.862099910248475,55.058903548672525,70.60000000000001,3.62,Geological Survey Ireland (GSI),58xxxxA-65xxxxA_Shallow_Topsoil_Download_v1.1,466,IE_GSI_GSNI_ApHLOI_466,608810.274,923499.293,{25F2C50B-5CA3-4DB1-8AE2-40F68871C1D0}
580529A,-7.8689913059311065,55.0380449262629,95.9,3.06,Geological Survey Ireland (GSI),58xxxxA-65xxxxA_Shallow_Topsoil_Download_v1.1,467,IE_GSI_GSNI_ApHLOI_467,608374.343,921176.792,{C8A70EFD-E973-48C0-A861-72B5B8425F94}
580530A,-7.803266883437234,55.08933573919699,96.5,3.1,Geological Survey Ireland (GSI),58xxxxA-65xxxxA_Shallow_Topsoil_Download_v1.1,468,IE_GSI_GSNI_ApHLOI_468,612559.507,926895.535,{F066F8E9-1CDB-4398-A0B6-FD21AAA6EF60}
580531A,-7.645741060759289,54.76448780315975,87.60000000000001,4.3500000000000005,Geological Survey Ireland (GSI),58xxxxA-65xxxxA_Shallow_Topsoil_Download_v1.1,469,IE_GSI_GSNI_ApHLOI_469,622798.935,890779.15,{DD72B9B1-5D30-496F-ABFB-9E08DB884BCF}
580532A,-7.790699739535867,54.96214033029712,40.0,3.69,Geological Survey Ireland (GSI),58xxxxA-65xxxxA_Shallow_Topsoil_Download_v1.1,470,IE_GSI_GSNI_ApHLOI_470,613404.173,912740.545,{CDFCBFD8-D44B-4BD3-A7FA-B6D9396AC57D}
580533A,-7.685744313470087,54.73243030150488,63.0,3.14,Geological Survey Ireland (GSI),58xxxxA-65xxxxA_Shallow_Topsoil_Download_v1.1,471,IE_GSI_GSNI_ApHLOI_471,620240.448,887198.937,{6D4C071C-2D97-4E09-81C1-D126180119A9}
580535A,-7.615674193892372,54.75042763481167,35.4,4.05,Geological Survey Ireland (GSI),58xxxxA-65xxxxA_Shallow_Topsoil_Download_v1.1,472,IE_GSI_GSNI_ApHLOI_472,624742.503,889224.466,{1C151984-D576-497E-972F-D0C98A64CAD7}
580537A,-7.763333784836516,55.08903094427684,34.6,4.51,Geological Survey Ireland (GSI),58xxxxA-65xxxxA_Shallow_Topsoil_Download_v1.1,473,IE_GSI_GSNI_ApHLOI_473,615108.959,926869.516,{9ADE6AEA-9A96-4C00-959B-2AF5FDD60EA6}
580538A,-7.669125762494041,54.78675970539915,16.2,5.51,Geological Survey Ireland (GSI),58xxxxA-65xxxxA_Shallow_Topsoil_Download_v1.1,474,IE_GSI_GSNI_ApHLOI_474,621282.284,893250.635,{F0507033-C152-4996-89A8-71187A09B53E}
580539A,-7.734862647240227,54.807653912923875,24.2,5.04,Geological Survey Ireland (GSI),58xxxxA-65xxxxA_Shallow_Topsoil_Download_v1.1,475,IE_GSI_GSNI_ApHLOI_475,617045.216,895558.179,{4E01AFB6-A4E5-44BA-AB11-D3C0A708915E}
580540A,-7.725959131039328,54.850077896192545,9.9,4.87,Geological Survey Ireland (GSI),58xxxxA-65xxxxA_Shallow_Topsoil_Download_v1.1,476,IE_GSI_GSNI_ApHLOI_476,617599.145,900282.166,{96323218-185A-4A78-AB24-D28F1B6E9CA5}
580541A,-7.777427644520665,54.89219567634304,94.10000000000001,2.98,Geological Survey Ireland (GSI),58xxxxA-65xxxxA_Shallow_Topsoil_Download_v1.1,477,IE_GSI_GSNI_ApHLOI_477,614278.905,904958.197,{8EE83098-560C-4262-AB0B-87994E697277}
580542A,-7.832903577479156,55.10645569369294,82.0,3.41,Geological Survey Ireland (GSI),58xxxxA-65xxxxA_Shallow_Topsoil_Download_v1.1,478,IE_GSI_GSNI_ApHLOI_478,610662.935,928796.147,{52DD3649-5F02-44B5-82FA-CF6ADFFBF0B1}
580543A,-7.742195571236195,54.7868923954585,17.6,4.54,Geological Survey Ireland (GSI),58xxxxA-65xxxxA_Shallow_Topsoil_Download_v1.1,479,IE_GSI_GSNI_ApHLOI_479,616582.292,893245.677,{EEB78E5B-CF70-4ABA-A1CD-5AF76A2A4AF3}
580545A,-7.54687868955539,54.753073336229356,27.900000000000002,4.21,Geological Survey Ireland (GSI),58xxxxA-65xxxxA_Shallow_Topsoil_Download_v1.1,480,IE_GSI_GSNI_ApHLOI_480,629169.557,889545.36,{C9029348-7D9B-4F10-9553-EFCAC0DB0BE3}
580546A,-7.856092177244798,54.989039633371085,97.2,3.02,Geological Survey Ireland (GSI),58xxxxA-65xxxxA_Shallow_Topsoil_Download_v1.1,481,IE_GSI_GSNI_ApHLOI_481,609210.105,915723.947,{1683D4D4-43BD-4A96-A7BC-C45725966EC2}
580547A,-7.864375166018478,55.22720798164642,69.3,4.01,Geological Survey Ireland (GSI),58xxxxA-65xxxxA_Shallow_Topsoil_Download_v1.1,482,IE_GSI_GSNI_ApHLOI_482,608628.523,942232.304,{258024E3-41A8-4384-9E6A-C978A30F0132}
580548A,-7.770071968445866,54.85671809024458,19.7,4.62,Geological Survey Ireland (GSI),58xxxxA-65xxxxA_Shallow_Topsoil_Download_v1.1,483,IE_GSI_GSNI_ApHLOI_483,614763.76,901011.035,{8654D20F-0036-486A-8D29-F7774D841C81}
580550A,-7.772461914095046,54.780871669176015,8.97,4.34,Geological Survey Ireland (GSI),58xxxxA-65xxxxA_Shallow_Topsoil_Download_v1.1,484,IE_GSI_GSNI_ApHLOI_484,614637.702,892568.838,{CDF32473-1190-4FD4-B0F4-6ADF3BC7A290}
580551A,-7.856818043747203,55.20062090816255,60.800000000000004,4.8,Geological Survey Ireland (GSI),58xxxxA-65xxxxA_Shallow_Topsoil_Download_v1.1,485,IE_GSI_GSNI_ApHLOI_485,609115.385,939273.93,{EB5523EF-A1BC-4DB1-99F2-D1D4AA5C6672}
580552A,-7.6725179607203735,54.76134728780077,10.4,4.97,Geological Survey Ireland (GSI),58xxxxA-65xxxxA_Shallow_Topsoil_Download_v1.1,486,IE_GSI_GSNI_ApHLOI_486,621077.3,890421.242,{4F47117F-3F0D-457E-9277-AF6C07449A6C}
580554A,-7.821382772121668,55.156578766841584,4.24,7.23,Geological Survey Ireland (GSI),58xxxxA-65xxxxA_Shallow_Topsoil_Download_v1.1,487,IE_GSI_GSNI_ApHLOI_487,611383.842,934376.951,{2618DDB4-E975-4777-86AF-D20336C9C991}
580555A,-7.828943447844873,55.218702021813634,35.6,3.89,Geological Survey Ireland (GSI),58xxxxA-65xxxxA_Shallow_Topsoil_Download_v1.1,488,IE_GSI_GSNI_ApHLOI_488,610885.028,941290.484,{5930FF20-D82F-4EE2-BED0-E308CB8EF21D}
580556A,-7.817906994955475,55.23392880347252,22.7,4.54,Geological Survey Ireland (GSI),58xxxxA-65xxxxA_Shallow_Topsoil_Download_v1.1,489,IE_GSI_GSNI_ApHLOI_489,611582.897,942987.115,{072EE046-27AE-4B5A-B11F-0B51388B4C2E}
580557A,-7.579218208458947,54.8751685508134,8.28,4.3,Geological Survey Ireland (GSI),58xxxxA-65xxxxA_Shallow_Topsoil_Download_v1.1,490,IE_GSI_GSNI_ApHLOI_490,627006.157,903121.476,{4111D570-B0A9-465A-8DF9-1D7C06C9B49B}
580558A,-7.801695819799404,55.232071080668,17.0,4.78,Geological Survey Ireland (GSI),58xxxxA-65xxxxA_Shallow_Topsoil_Download_v1.1,491,IE_GSI_GSNI_ApHLOI_491,612614.673,942783.149,{311347CF-9F00-431D-AC1B-A390ECCE328D}
580559A,-7.705447675801427,54.7659143545978,10.6,4.61,Geological Survey Ireland (GSI),58xxxxA-65xxxxA_Shallow_Topsoil_Download_v1.1,492,IE_GSI_GSNI_ApHLOI_492,618955.76,890920.153,{D8412641-BCB0-4B06-9576-0EC8F1CA2CA9}
580560A,-7.822065322167993,55.18285297808234,3.77,7.78,Geological Survey Ireland (GSI),58xxxxA-65xxxxA_Shallow_Topsoil_Download_v1.1,493,IE_GSI_GSNI_ApHLOI_493,611332.886,937301.329,{EB003465-CE15-4961-B96C-373BF7C7C846}
580561A,-7.573312538451651,54.76188281346599,15.9,4.61,Geological Survey Ireland (GSI),58xxxxA-65xxxxA_Shallow_Topsoil_Download_v1.1,494,IE_GSI_GSNI_ApHLOI_494,627461.932,890515.167,{9890836A-47EB-4943-851E-083C1CE189D8}
580562A,-7.711170253931412,54.8434591620003,10.3,4.44,Geological Survey Ireland (GSI),58xxxxA-65xxxxA_Shallow_Topsoil_Download_v1.1,495,IE_GSI_GSNI_ApHLOI_495,618551.933,899549.314,{4E1A2D5A-296C-4B54-8B67-D529D29B9C19}
580563A,-7.827963290135319,54.9840715347053,10.4,4.29,Geological Survey Ireland (GSI),58xxxxA-65xxxxA_Shallow_Topsoil_Download_v1.1,496,IE_GSI_GSNI_ApHLOI_496,611011.712,915175.047,{502475F7-4C40-4897-9B34-784F3F1F9A65}
580564A,-7.672921595425007,54.9092684758646,7.63,4.63,Geological Survey Ireland (GSI),58xxxxA-65xxxxA_Shallow_Topsoil_Download_v1.1,497,IE_GSI_GSNI_ApHLOI_497,620974.489,906884.726,{82713344-F14F-431E-B8CE-4D077599F5A2}
